_id,days,destinations,itinerary,nights,price,themes,titleText
64149ece9aef4889404c4d4c,5,Cochin (1N) - Munnar (2N) - Thekkady (1N),"Detailed Day Wise ItineraryDay 1 - Arrive in CochinWelcome to your Kochi, popularly known as “THE QUEEN OF ARABIAN SEA”. Upon arrival at the Kochi international airport start on your journey to the hotel in Kochi. Kochi is a major port city, situated on the west coast of Peninsular India. It is surrounded by the Arabian Sea on the west and Western Ghats on the east. It is an ideal starting point for exploring the breathtaking scenic beauty and age-old charm of the state. Once you reach Kochi Hotel, complete the check-in formalities at the hotel. Thereafter, the remaining day is free for leisure activities in hotel.Day 2 - Drive from Cochin to Munnar (135 km/approx. 5 hours)Soon after breakfast, leave the hotel for a half-day sightseeing tour of Cochin. Start the tour with a visit to the Dutch Palace, also known as the Mattancherry Palace, which displays a vast collection of mural paintings, portraits and Hindu temple art. Next, pay a visit to other prominent attractions of the city, including the Jewish Synagogue, Chinese Fishing Nets, St. Francis Church and Santa Cruz Church. These historic marvels epitomise the craftsmanship of the bygone era.After an insightful tour of Cochin, proceed towards the beautiful hill station of Munnar. Situated approximately 1600 m above the sea level, this scenic land is a paradise for newly married couples and nature lovers.Upon arrival in Munnar, check-in at the hotel and sleep off the fatigue.Day 3 - Sightseeing in MunnarAfter breakfast, take a sightseeing tour of Munnar visiting the Eravikulam National Park, Mattupetty Dam, Old Munnar Town and the town market. Enjoy rest of the day at leisure. Overnight at the hotel.Day 4 - Drive from Munnar to Thekkady (130 km/approx. 4 hours)After breakfast at the hotel, leave for Thekkady (Periyar). Arrive in Thekkady and check-in at the hotel. In the afternoon, enjoy the Spice Plantation tour (on your own). Return to the hotel for your overnight stay.Day 5 - Drive from Thekkady to Alleppey (156 km/approx. 5 hours)After breakfast, check out of the hotel. Drive to Alleppey and arrive by the afternoon, Check into the hotel and enjoy rest of the day at leisure or take an optional cruise on the backwaters. Overnight at the hotel.Day 6 - Alleppey - Cochin (95 kms/2.5 hrs)After breakfast, check out of the hotel. Drive to Kochi and transfer to airport/railway station for your onward journey.MoreLess",6,17499,"Student, Shopping, Family & Kids, Family, Hill Stations, ","5 Nights In Kerala with Munnar, Thekkady, Alleppey"
64149ed49aef4889404c4d4e,3,Madurai (1N) - Rameswaram (1N) - Kanyakumari (1N),"Detailed Day Wise ItineraryDay 1 - Arrival in Madurai & SightseeingWelcome on arrival at Madurai Airport / Railway Station. After greetings, we will take you to your hotel. Check in to the hotel& get ready to sightseeing tour, visit Meenakshi Amman temple which is dedicated to Goddess Meenakshi and her consort Lord Sundareswarar (a form of Lord Shiva). Later, you may visit other popular places like Koodal Azhagar Temple, Iscon Temple, Alagar temple, Gandhi Museum (opens till 06:00 p.m.; entry free; camera fee INR 50) Come back at hotel and Night stay in hotel.Day 2 - Madurai - Rameswaram (175 km / 4 hours)Have a relishing breakfast in the hotel & proceed to Rameshwaram. Check-in to the hotel & after refreshment get ready to sightseeing tour of Rameswaram. the holy town located on an island called Pamban and home to Ramanathaswamy Temple which houses one of the 12 Jyotirlingas of Lord Shiva,Ramanatha Swamy Temple,Ramar Patham, Kothandaramaswamy Temple, Pamban Bridge, Agni Theertham, Dhanuskodi, Hanuman Temple, Floating Stone, In the evening, rest of the day at leisure. Overnight stay in the hotel at Rameswaram.Day 3 - Rameswaram - KanyakumariDrive from Rameswaram to Kanyakumari in the morning and reach there before lunchtime. Check in to your hotel and relish a filling lunch. Then proceed for city sightseeing and explore popular sites such as the Vivekananda Rock, Triveni Sangam, Suchithram Temple, Gandhi Memorial and Devi Kanyakumari Temple. In the evening, treat your eyes to the mesmerizing scenery as the sun sets over Kanyakumari.Day 4 - Kanyakumari - Madurai DepartureCheck out from the hotel after breakfast and proceed to the railway station/airport in Madurai for travelling back home.MoreLess",4,10900,"Family, Cultural & Heritage, Religious Tours, Sightseeing, ",Southern Temple Tour
64149ed99aef4889404c4d50,5,Shimla (2N) - Manali (3N),"Detailed Day Wise ItineraryDay 1 - Arrive in Chandigarh - Drive from Chandigarh to Shimla (120 km/approx. 4 hours)Board the car waiting for you at the Chandigarh airport/railway station and drive towards Shimla. Himachal's most popular hill station, Shimla is an epitome of pristine natural beauty and tranquil environment. Pleasant weather, pollution free air and friendly people, makes this place a preferred holiday destination. Colonial relics can be seen all across the ridge of this exotic hill station and are worth admiring. It is the capital of the state of Himachal Pradesh; however, after Indian independence was the capital of Punjab. This hill station lies at an altitude of 2200 m above sea level. It is flocked by tourists from across the globe all through the year. On the way to this hill station, adore the photographic views and soak yourself in the serene environment. After arrival, check-in at the hotel and rest. You can spend the evening at leisure, as no activities are scheduled for the day. Away from the scorching heat of the plains, enjoy a peaceful stay at this hill station. Opt for a sightseeing tour to visit its top attractions such as Jakhoo Temple, Kali Bari Temple and Himachal Museum and Library. Additionally, shop on the Mall Road or at other local markets.Thereafter, retreat to the hotel and get a good night's sleep.Day 2 - Sightseeing trip to Kufri - Return to ShimlaWake up in the morning and embark on a sightseeing tour to Kufri. Set amidst lofty mountains and lush greenery, this place is a haven on earth. One of the most famous activity of this place, Skiing attracts a large number of adventure buffs all year-round. If not interested in adventure sports, adore the scenic view and indulge in sightseeing. The highest peak of Kufri, Mahasu Peak, offers a mind blowing panorama of the mountains. Take a pony ride and climb up this peak to enjoy splendid views.After adoring the beauty of this place, return to the hotel and repose for some time. In the evening, go for a leisure walk in the meandering Mall Road, which is the hub of activity. Indulge in shopping or relish some local delicacies in the food outlets. Also, a display of colonial architecture on the sides of this road is admirable.Return to the hotel for an overnight stay.Day 3 - Drive from Shimla to Manali (270 km/approx. 9 hours)In the morning, check-out from the hotel and drive towards Manali. This hill station is situated in the Beas River Valley at a height of 2050 m above sea level. Once a starting point of an ancient trade road to Ladakh, it is now a popular tourist haunt. Referred sometime as the 'Valley of the Gods', this serene destination is popular for its snow-clad mountains, clean environs, favourable climate and lush greenery, making it one of the best tourist destinations of the country.On the way, enjoy picture-perfect views and breathe in the fresh mountain air. Travelling through the winding streets, which makes their way through the sharp mountains, is a delightful experience. The romantic weather of this hill station attracts a large number of tourists all round the year.On arrival at this destination, check-in at the hotel and relax for some time. Later, spend the evening at leisure resting at the hotel room. If interested, you can also go out for a walk in the lush green surroundings.Later, return to the hotel and get a good nights sleep.Day 4 - Trip to Rohtang Pass (On Direct Payment)Wake up in the morning and get ready for an adventurous tour to Rohtang Pass. This pass remains covered with heavy snow most part of the year. Sensational views of the surrounding mountains from this pass are sure to spellbound you.This high mountain pass also connects the Kullu Valley with Lahaul and Spiti Valleys of Himachal Pradesh. Those, who seek to add some fun factor in their vacation can take part in adventure sport activities, including skiing and trekking. It is also famous for being the background of various Hindi songs. A trip to Himachal Pradesh is incomplete without exploring this exotic destination.After completing the sightseeing, retire to the hotel and rest for some time. Later, go for an evening walk in the Mall Road, which is among the most famous attractions of this place. This road with numerous shops, branded outlets, eateries is the best place to spend an evening in leisure. Go on a shopping spree at the Mall Road and buy various gifts and souvenirs for your family and friends.Thereafter, return to the hotel and enjoy a comfortable overnight stay.Imp Note - Rohtang Pass visit will be subject to NGT permission (National Green Tribunal). Alternate sight-seeing will be provided in case of any deviation !Day 5 - Sightseeing in ManaliAfter getting ready, gear up for a sightseeing tour of Manali. The road leading to Manali is beautiful and full of adventure. Located on the banks of Beas river and in the shadows of snow-capped mountains, this hill station should not be left unexplored. The cold climate and serene environment attract thousands of newly wed couples to visit this place.Built around a cave, Hadimba Devi Temple is one of the most prominent attractions of this place. The three roof structure of this temple and a fourth brass cone-shaped roof is admirable.After enjoying the sightseeing tour, return to the hotel for an overnight stay.Day 6 - Day 6 - Drive from Manali to Chandigarh (270 km/approx. 9 hours)Wake up in the morning and drive from Manali to Chandigarh for your onwards journeyMoreLess",6,18599,"Mountains, Summer Special, Family & Kids, Family, Hill Stations, ",Simply Himachal (Ex Chandigarh)
64149edf9aef4889404c4d52,4,Srinagar (4N),"Detailed Day Wise ItineraryDay 1 - Day 01. Arrive Srinagar.(Local Srinagar + Shikara Ride)Meet upon arrival at Srinagar Airport by Our representative and drive to Srinagar Hotel. visit to the Shankaracharya temple (Shiva temple) which commands one of the magnificent view of the Srinagar City and the lakes. Later sightseeing of Mughal Gardens, visiting Nishat Bagh (Abode of pleasure) Built by Asif Khan Brother-in-law of Emperor Jehangir in 1632 AD and Shalimar Bagh (Abode of love) on the bank of Dal Lake with the Zabarwan Mountain in the background. The distance from Srinagar to the said gardens is about 12 to 15 kms respectively. Enroute visit carpet weaving Factory.  Overnight stay in hotel at Srinagar.Day 2 - Day 02. In Srinagar | Day Excursion to Sonmarg (80 kms / approx. 2  hour drive)Full day excursion to Sonamarg (Meadow of Gold) the distance of about 83 kms will be covered in 2-1/2 hrs. Sonamarg lies in Sindh valley stream with flowers and surrounded by mountains. Sonamarg is also the base for some interesting treks to the high altitude of Himalayan lakes. Enjoy horse riding up to Thajwas glacier and sledge riding on snow. Late afternoon drive back to Srinagar.Day 3 - Day 03. In Srinagar | Day Excursion To Gulmarg (60 kms / approx. 2  hour drive)After breakfast drive to Gulmarg (Meadow of Flowers) 2730 Mts above sea level. The distance of 60 kms will be covered in about 1.5 hrs. Gulmarg has one of the best ski slopes in the world and highest golf course of the world with 18 holes. 0ne can also have the view of Nanga Parbat if weather permits. The view enroute from Tangmarg to Gulmarg is fascinating. One can also have a short trek up to Khilanmarg which can be covered in about 3hrs..After breakfast enjoy Gondola ride (Cable car) (at your own expense) up to Khilanmarg to enjoy the fascinating view of Peerpanchal range and for pony ride. Also enjoy sledge riding on snow or skating (at your own expense) Overnight stay in Hotel Srinagar.Day 4 - Day 04.In Srinagar | Day Excursion To Pahalgam (90kms / approx. 2.4 hour drive)After breakfast drive to Pahalgam (valley of shepherds). The distance of about 90 kms will be covered in about 2.4 hrs. Enroute visiting Saffron fields, Awantipora ruins (1100 yrs old temple of Lord Vishnu built by King Awantiverma), see the beautiful countryside on the way and lot of rice fields. Drive through pine forests. Arrive Pahalgam transfer to hotel. In Pahalgam, Visit Betaab Valley and Chandanwari as well as take a horse riding trip to Baisaran meadows.(at your own cost)Later have bridle walks and feed your cameras with the picture of magnificent view of mountains. one can Also Vistv Aru and chandanwari (at your own expense) Overnight stay in House boat.Day 5 - Day 05. Srinagar AirportReturn Home With Happy Memories. After breakfast visit Sankracharya temple, lal chowk and local market than drop to Srinagar Airport catch flight for further destination. Transfer to Srinagar Airport to board your flight with memorable experiences.MoreLess",5,10999,"Lakes, Hill Station, Sightseeing, ",Fabulous Srinagar
64149ee49aef4889404c4d54,4,Srinagar (1N) - Srinagar (3N),"Detailed Day Wise ItineraryDay 1 - Arrival in SrinagarArrive Srinagar and transfer to houseboat.Afternoon is at leisureIn the evening you will take a Shikara ride on Dal Lake, where you visit the floating vegetable gardens. While riding the Shikara’s there are plenty of opportunities for bird watching with plentiful species including Kingfisher, Little Bittern, Common Pariah Kites, Grebe etc.Dinner and overnight at houseboat.Day 2 - SRINAGAR-PAHALGAMAfter breakfast proceed to Pahalgam (The valley of shepherds).The total distance is about 96 kms, will be covered in about 3 hours. En-route, visiting the saffron fields of pampore, Awantipura Ruins (1100 years old temple of Lord Vishnu built by the King Awantivarman), and enjoy the beautiful countryside.Drive throught the pine forests.Arrive at Pahalgam and checkin at your hotel.Dinner and overnight in hotelDay 3 - PAHALGAM - GULMARGAfter breakfast proceed to Gulmarg (Meadow of Flowers) 2730 mts. above the sea level. The distance of 130 kms will be covered in about 5 hours. Gulmarg has one of the best ski slopes in the world and highest golf course with 18 holes. If weather permits one can also have the view of Nanga Parbat, the naked mountain that is over 26,000 feets and dominates the entire region, also enjoy cable car (Gondola on Direct Payment Basis) for mountain ride upto khilangmarg. Dinner and overnight in hotel.Day 4 - GULMARG - SRINAGARAfter breakfast drive back to Srinagar and visit Mughal Gardens, Nishat Bagh and Shalimar BaghRest of the day at leisure. Dinner and overnight in hotel.Day 5 - Departure from SrinagarAfter a scrumptious breakfast, check-out from the hotel and transfer to the Srinagar airport to continue your onward journey.MoreLess",5,22999,"Mountains, Shopping, Family & Kids, Family, Hill Stations, ",04 Nights in Kashmir - Deluxe - Summer Special
64149ee99aef4889404c4d56,3,Dharamshala (2N) - Dalhousie (1N),"Detailed Day Wise ItineraryDay 1 - Chandigarh - DharamshalaWhen you arrive at Chandigarh our transporter will meet & greet you and then take you to the Dharamshala. Check in hotel. Evening free to explore the famous market of Dharamshala and do some shopping at some famous shops. After that enjoy dinner in your hotel restaurant. Overnight stay at Dharamshala hotel.Day 2 - Dharamshala Local SightseeingAfter Breakfast proceed to visit Dharamshala Stadium, Dal Lake, War memorial, Mc Leodganj, Dalai Lama Temple. Evening free to visit market and Shopping. Dinner & Overnight at hotel.Day 3 - Dharamshala - Dalhousie & SightseeingAfter Breakfast check out from hotel and proceed to Dalhousie. Check in hotel. Visit Local Sightseeing like Panchpula, Barapathar & Khazziar which is also known as Mini Switzerland of India. Evening free to visit mall road. Dinner & Overnight at Hotel.Day 4 - Dalhousie - ChandigarhMorning after breakfast check out from hotel and proceed to Chandigarh for your onward JourneyMoreLess",4,11000,"Hill Station, Affordable, Adventure, Honeymoon, Bestseller, ",Dharamshala & Dalhousie Tour
64149ef49aef4889404c4d58,5,Port Blair (1N) - Havelock (2N) - Neil Island (1N),"Detailed Day Wise ItineraryDay 1 - Port Blair Pickup From Airport - Corbyn's Cove Beach - Cellular Jail Light & Sound ShowArrive at Port Blair Airport and transfer to hotel.Afternoon proceed for Corbyn's Cove Beach and enjoy complimentary Seakarting with Self-drive experience for 20 minutes -This beach is very nearer to the main city Port Blair in Andaman and Nicobar Islands. Beach has a lot of rejuvenation options like water sports.Evening enjoy Light & Sound Show at Cellular Jail - Light and Sound Show at Cellular Jail. Overnight stay at Port BlairDay 2 - Port Blair to Havelock IslandAfter Breakfast transfer to Havelock island via ferry.On arrive at Havelock Harbour transfer to hotel.Afternoon proceed to Radhanagar Beach (Beach No. 7), the Times Magazine rated the finest beach among the best beaches in Asia. It is an ideal place for swimming, sea bathing and basking on the sun kissed beach. Overnight stay at HavelockDay 3 - Havelock - Excursion to Elephant beachAfter Breakfast you will proceed for Elephant Beach - Elephant Beach is one of the famous beaches perched on Havelock Island. This beach is ideal for watching beautiful corals and enjoying snorkellingling. Overnight stay at Havelock.Day 4 - Havelock to Neil IslandAfter Breakfast depart from Havelock and proceed for your onward journey to Neil Island via ferry.On arrival at Neil Island transfer to the hotel. Afternoon Drive to Bharatpur beach for oneSession of Jet Ski or Glass bottom boat ride.Overnight stay at Neil IslandDay 5 - Neil Island to Port BlairAfter Breakfast we visit to Sitapur, Bharatpur Beach and then to Coral Point.After enjoying sightseeing of Neil Island transfer to Neil Island Harbour for your onward journey to Port Blair via ferry.One Arrival, proceed to Sagarika ( the Govt. Emporium of Handcraft) and local market for shopping. Overnight stay at Port BlairHandcraft) and local market for shopping. Overnight stay at Port BlairDay 6 - Depart from PortblairAfter breakfast at hotel, Check-out and transfer to the Portblair airport.This marks the culmination of a memorable trip to one of India’s natural wonders – the Andaman Islands.MoreLess",6,28999,"Shopping, Family & Kids, Winter Special, Beach, Family, ","5 Nights in Andaman - Port Blair, Havelock and Neil Island with Seakart"
64149ef99aef4889404c4d5a,4,Munnar (2N) - Thekkady (1N) - Alappuzha (1N),"Detailed Day Wise ItineraryDay 1 - Cochin Arrival  Munnar (130 Km // 04 Hrs )Our friendly representative welcomes you at Cochin Airport or Railway Station and proceed toMunnar, which is called as Nature Lovers Paradise and is at 1800mts above the sea level. Onthe way to Munnar visit Cheyyappara water falls.Check into hotel / resort. Overnight at MunnarDay 2 - Munnar SightseenAfter breakfast proceed for Munnar sightseeing. Visit Eravikulam National Park in the morning. In the afternoon visit Mattupetty Dam/Kundala dam for boating, Eco point, tata tea museum.Evening at leisure. Overnight at MunnarDay 3 - Munnar  Thekkady (95 Km// 02Hrs)After breakfast check out from the hotel / resort and proceed to Thekkady. Check into hotel /resort. Sightseeing of Thekkady: Go for Plantation Tour, Evening boat ride to National Park.Evening free for shopping. Overnight at Thekkady.Day 4 - Thekkady  Alleppey ( 140 Km // 04 Hrs)After breakfast, Checkout from the hotel and proceed to Alleppey which has an immense naturalbeauty, also known as the Venice of the East. It is famous for the backwaters, boat races,houseboat holidays, beaches, marine products and coir products. Check into your Hotel /Houseboat and enjoy the cruise through the backwaters of Alleppey. Overnight stays at the hotelDay 5 - Alleppey  Cochin Departure ( 55 Km // 01 Hrs )After breakfast proceed to airport /railway station and depart.MoreLess",5,11750,"Nature Walks, Romantic, Beach, Backwaters, Sightseeing, ",Mesmerized Kerala Tour
64149eff9aef4889404c4d5c,6,Port Blair (2N) - Havelock (2N) - Neil Island (1N),"Detailed Day Wise ItineraryDay 1 - Portblair-Pickup From AirportOn arrive at Port Blair airport, our representative will receive and transfered to the hotel.Evening proceed for Cellular Jail (National Memorial),and in the evening, enjoy Light and Sound Show at Cellular Jail.Overnight stay at the hotelDay 2 - PORT BLAIR - ROSS ISLAND - NORTH BAY ISLANDAfter breakfast proceed for a full day cruising towards Ross Island & NorthBay Island (Closed Wednesday)First we starts the exhilarating journey (by boat) to Ross Island (Netaji Subhash ChandraBose Dweep).A small museum displays photographsand other antiques of the Britishers, relevant to these Islands.From Ross Island, we proceed for a joyful trip to North Bay island (Coral Island) offeringexotic coral, colourful fishes and underwater marine life. We can view this colourful corals &underwater marine life.You can enjoy water sports activities in North Bay Island (On direct Payment Basis)Day 3 - PORT BLAIR - HAVELOCK ISLANDAfter breakfast, check out from Port Blair Hotel and visit Carbyn's Cove Beach.After that proceed towards Havelock Island. The Journey ofHavelock Island starts by ferry from Port Blair Harbour. The sailing duration is around 90 to 120minutes. On arrival at Havelock Island, our representative will receive at Harbour and assist tocheck-in to the resort, overnight stay at Havelock Island.Day 4 - HAVELOCK ISLANDAfter breakfast, visit Radhanagar Beach (Beach No. 7), the Times Magazine crowned oneamong the best beaches in Asia. The wide sandy beach is ideal for swimming, play with hightides, sea bathing and basking. There are multiple options for multi-cuisine restaurant atHavelock and paradise for sea food lovers, afternoon free at leisure and overnight stay atHavelock Islands.Day 5 - HAVELOCK ISLAND - NEIL ISLANDAfter breakfast, proceed toward Havelock Harbour to board theferry for Neil Island .On arrival at Neil Island transfer to Hotel.Afternoonexplore Neil Island with a sightseeing of Bharatpur Beach, Sitapur Beach and Laxmanpurnatural rock formation famous as Natural Bridge. After the sightseeing, return back to thehotel and overnight stay at Neil Islands.Day 6 - NEIL ISLAND - PORT BLAIRAfter breakfast, check out from the hotel and proceed back to Port Blair Island . On arrival at Port Blair transfer to thehotel.Overnight stay atPort Blair.Day 7 - Departure from Port BlairCheck out from the hotel and head to the airport for your journey back home, with memoriesof the mesmerizing Andaman and Nicobar Islands.MoreLess",7,30999,"Family & Kids, Winter Special, Beach, Family, Hdfc, ","6 Nights in Andaman - Port Blair, Havelock & Neil"
64149f059aef4889404c4d5e,5,Shimla (2N) - Manali (3N),"Detailed Day Wise ItineraryDay 1 - Chandigarh - Shimla (113 km / 3 hours 38 minutes)After your arrival at the Chandigarh airport/railway station, transfer to Shimla by a private cab and check in to the hotel on arrival. Freshen up and relax for a while. Later in the evening you can go shopping on Mall Road on your own. Overnight stay at the hotel.LESSDay 2 - Shimla local sightseeing and KufriAfter a delicious breakfast, leave for your excursion tour to Kufri and Shimla. Visit the Indian Institute of Advanced Study in Shimla, followed by the Jakhoo Temple, which has the world's highest statues of Lord Hanuman. Then visit Christ Church, the Gaiety Theatre and the Grindlays Bank. Proceed to Kufri, which is Shimla's lesser known counterpart. In the evening, take a stroll on the Mall Road and the Ridge and indulge in some shopping. Head back to your hotel, have a sumptuous dinner and retire for the nightDay 3 - Shimla - Kullu - Manali (208 km/ 5 hours 20 minutes - 41 km/1 hour 10 minutes20 minutes - 41 km/1 hour 10 minutes)LESSHave scrumptious breakfast at the hotel and then leave for Manali. En route pass by places like the Beas Sutlaj Link Project, Sundernagar Lake, Pandoh Dam, Beas River and the Kullu Valley. Check in at the hotel once you arrive in Manali. Spend the evening at leisure. Call it a day and have a pleasant night's stay at the hotelDay 4 - Manali - Solang Valley - Rohtang PassAfter breakfast, visit the Solang Valley, which is well known for adventure sports like parachuting, skiing and paragliding. Few ski agencies also offer courses and equipment, but are active only in winter. Later, head back to Manali. Note: Rohtang Pass (closed from Nov - May) is subjected to NGT guidelines and availability of permit, so it is at customer's own cost. Overnight stay in Manali.Day 5 - Manali sightseeingAfter having breakfast, proceed for local sightseeing of Manali. Visit the Hidimba Devi Temple, the Club House and the Manu Temple. Later, proceed to Vashisht village, which is known for its hot springs, followed by a visit to the Tibetan Monastery near Van Vihar. Return to the hotel for dinner and overnight stayDay 6 - Departure to ChandigarhAfter breakfast, check out from the hotel and drive to Chandigarh airport /railway station for your journey back home. Your trip ends here.MoreLess",6,11799,"Romantic, Honeymoon, Weekend Trips, Winter Special, Bestseller, ",Best Of Shimla And Manali Tour Package
64149f0a9aef4889404c4d60,5,Srinagar (1N) - Pahalgam (1N) - Gulmarg (1N),"Detailed Day Wise ItineraryDay 1 - Arrival in SrinagarArrive Srinagar and transfer to Houseboat.Afternoon is at leisure. Later in Evening you will take a Shikara ride on Dal Lake, where you visit the floating vegetable gardens. While riding the Shikara’s there are plenty of opportunities for bird watching with plentiful species including Kingfisher, Little Bittern, Common Pariah Kites, Grebe etc.Dinner and overnight stay at houseboatDay 2 - SRINAGAR-PAHALGAMAfter breakfast proceed to Pahalgam (The valley of shepherds).The total distance is about 96 kms, will be covered in about 3 hours. En-route, visiting the saffron fields of pampore, Awantipura Ruins (1100 years old temple of Lord Vishnu built by the King Awantivarman), and enjoy the beautiful countryside.Drive throught the pine forests.Dinner and overnight in hotelDay 3 - PAHALGAM - GULMARGAfter breakfast proceed to Gulmarg (Meadow of Flowers) 2730 mts. above the sea level. The distance of 130 kms will be covered in about 5 hours. Gulmarg has one of the best ski slopes in the world and highest golf course with 18 holes. If weather permits one can also have the view of Nanga Parbat, the naked mountain that is over 26,000 feets and dominates the entire region, also enjoy cable car (Gondola on Direct Payment Basis) for mountain ride upto khilangmarg. Dinner and overnight in hotel.Day 4 - GULMARG - SRINAGARAfter breakfast drive back to Srinagar and visit Mughal Gardens, Nishat Bagh and Shalimar BaghRest of the day at leisure. Dinner and overnight in hotelDay 5 - Full Day Excursion to SonamargAfter breakfast head out and drive from Srinagar to Sonamarg via NH-1D.After covering a distance of about 80 km, arrive at your destination and spend the whole day discovering this green stretch. You may go fishing in the lakes or sledging on frozen glaciers and even trekking, accompanied by the spectacular views of the realm.Rest of the day at leisure. Dinner and overnight in hotelDay 6 - Departure from SrinagarAfter a scrumptious breakfast, check-out from the hotel and transfer to the Srinagar airport to continue your onward journey.MoreLess",6,32999,"Shopping, Family & Kids, Hill Stations, Couple, Friends, ",05 Nights in Kashmir - Deluxe - Summer Special
64149f0f9aef4889404c4d62,4,Bhubaneswar (1N) - Puri (2N) - Bhubaneswar (1N),"Detailed Day Wise ItineraryDay 1 - Arrival in BhubaneswarWelcome on arrival at Bhubaneswar Airport/Railway station. After greetings, we will take you to your hotel. Upon arrival, check-in to your hotel. After lunch After Lunch visit of Parasurameshwar Temple, Mukteshwar Temple, Rajarani Temple and Lingaraj Temple & Odisha State Museum. Bhubaneswar, the City of Temples once had 7000 temples and still around 500 temples are preserved. Overnight stay in the hotel at Bhubaneswar.Day 2 - Bhubaneswar to Puri via Dhauli, Hirapur Pipli & Raghurajpur Artisan VillageRelish a delicious breakfast and start off with a visit to Khandagiri and Udaigiri Caves. Then, proceed to Puri, en-route, you will visit Dhauli (Buddhist stupa/Peace Pagoda), Hirapur (64 Yoginis Temple), Pipli (a village known for Applique work) and Raghurajpur - the Artisan village that boasts of Pattachitra (miniature paintings), stone carvings, palm leaf engravings, tusser paintings, wooden toys, etc. Furthermore, get to Puri and check in to the hotel. In the evening free for the Beach & shopping. Overnight stay in the hotel at PuriDay 3 - Puri - Konark - PuriAfter a filling breakfast, visit visit the world-famous Lord Jagannath Temple (non-Hindus are not allowed) & then proceed to Konark and visit the Sun temple - one of the most famous heritage sites in the world, also as Black Pagoda. En-route, you will visit Chhaitana Stone Carving Village and Chandrabhaga Beach. The beach boasts of a vast stretch of clean sands and serene atmosphere. Return to Puri after a memorable Puri Konark exploration and visit the beach market in the evening.Retreat to the hotel for overnight stay.Day 4 - Puri  -  Chilika Lake - BhubaneswarEnjoy a delicious breakfast then head to Satpada to see the beautiful Chilika lake - Asias largest brackish water lagoon. Furthermore, go on a wonderful boat cruise to the Rajhans Island and also witness the Irrawaddy Dolphins at  the mouth of the Bay of Bengal and Chilika Lake. In the afternoon, we will take you to Bhubaneswar. Overnight stay in the hotel at BhubaneswarDay 5 - Nandan Kanan  Zoo - DepartureMorning after breakfast proceed to visit Nandan Kanan Zoological Park. After sightseeing  proceed to Bhubaneswar Bus Stand/Railway Station. Your arrival at the Bus stand/Railway Station will mark the end of the tour. Trip concludes with everlasting memories Of Odisha.MoreLess",5,11900,"Beach, Family, Religious Tours, Art & Culture, Best Seller Package, ",Golden Triangle Odisha
64149f159aef4889404c4d64,4,Gangtok (2N) - Darjeeling (2N),"Detailed Day Wise ItineraryDay 1 - Bagdogra/NJP to Gangtok 125 kms 4 hours approx.Assistance at the airport/railway station on arrival and drive to Gangtok. At an altitude of 1750m, Gangtok became the state capital in the mid 19th century and has undergone rapid development since then. The downtown area is dominated by huge government buildings decorated with traditional Buddhist symbols. Gangtok is also a resting ground for people traveling to North Sikkim. Surrounded by Monasteries and Orchids, Gangtok is truly a travellers delight. Overnight at hotel.Day 2 - Excursion trip to Tsomgo Lake and Baba MandirBreakfast at the hotel and full day excursion to Changu Lake which is 35 Kms from Gangtok at an altitude of 12,400 feet. The lake derives its waters from melting snows off the surrounding mountains Legends say that lamas could forecast the future by studying the color of the lake’s waters. Also visit Baba Mandir.Today in the evening you will enjoy Casino at the hotel. Overnight at the hotel.Day 3 - Gangtok to Darjeeling (100 Km / 4 hours)After breakfast proceed for Darjeeling. On arrival, check in at the hotel.Later you will be visiting Tea Tasting session at a Tea Lounge/Tea Shop in Darjeeling. Evening Free for shopping & individual activity, overnight at hotel.Tea lovers are bound to enjoy the delightful experience of tasting a plethora of tea flavors at Mall Road. Darjeeling is famous for its lush green tea plantations. The tea grown here is popular for its aroma and rich taste all over the world. So, here’s a chance to take your taste buds on a joyous ride as you sample one divine flavor after another. And the fascinating news is that you can customize your cuppa accordingly. These divine liquids are brewed to perfection by tea experts who are not only courteous and friendly but also brief you about the various flavors on offer. Feel the aroma all around as it puts you in a complete state of tranquility. At the end of the tea tasting session, carry home some neatly packed parcels of tea as these make for a perfect gift for friends and family.Day 4 - Darjeeling local sightseeing two points (04 AM to 07AM) and best points (9.30 AM to 1.30 PM or 2.00 PM to 6.00 PM)Early morning start for Tiger Hill to watch the spectacular sunrise and its amazing effects on the Mt. Kanchendzonga (World’s 3rd highest peak), Visit Ghoom Monastery (SUBJECT TO AVAILABILITY). Later you will be transfered for Yoga Session. Upon arrival have breakfast at the Hotel followed by half day sightseeing covering Padmaja N. Zoological Garden (Closed on Thursday), Himalayan Mountaineering Institute (Closed on Thursday), Tibetan Refugee Self-help Center (Closed on Sunday), Ropeway (entry fees not included), walk around visit to the Mall and Local Market (Closed on Thursday).Overnight at the hotel.Day 5 - Darjeeling - Bagdogra / New Jalpaiguri (95 kms/ 4.5 hrs approx.)Morning Transfer to Bagdogra Airport / New Jalpaiguri Railway Station (95kms/ 4.5hrs approx.) Tour Ends.MoreLess",5,52000,"Shopping, Summer Special, Family, Luxury, Hill Stations, ",4 Nights-Darjeeling and Gangtok with Mayfair Hotels
